Timestamp_Shimmer;Skin_Conductance;Skin_Resistance;PPG_A13
8.443.677.368.164.060;15.915.559.469.566.400;6.283.159.582.999.190;29.816.849.816.849.800
8.444.677.429.199.210;15.905.349.006.394.300;6.287.193.066.923.440;29.816.849.816.849.800
8.445.677.490.234.370;15.900.243.774.808.200;628.921.175.148.499;29.816.849.816.849.800
8.446.677.551.269.530;15.900.243.774.808.200;628.921.175.148.499;2.974.358.974.358.970
8.447.677.612.304.680;1.588.492.808.005.000;62.952.755.905.511.800;29.816.849.816.849.800
8.448.677.673.339.840;1.588.492.808.005.000;62.952.755.905.511.800;29.816.849.816.849.800
8.449.677.734.375;15.879.822.848.463.900;62.972.994.695.386.500;3.003.663.003.663.000
8.450.677.795.410.150;15.869.612.385.291.800;6.301.351.133.987.450;29.890.109.890.109.800
8.451.677.856.445.310;1.586.450.715.370.570;6.303.378.921.962.990;29.816.849.816.849.800
8.452.677.917.480.460;15.859.401.922.119.600;6.305.408.015.451.470;2.996.336.996.336.990
8.453.677.978.515.620;15.854.296.690.533.600;6.307.438.415.714.050;29.890.109.890.109.800
8.454.678.039.550.780;15.844.086.227.361.400;6.311.503.141.614.300;29.816.849.816.849.800
8.455.678.100.585.930;15.838.980.995.775.400;6.313.537.469.782.430;29.890.109.890.109.800
8.456.678.161.621.090;15.838.980.995.775.400;6.313.537.469.782.430;29.890.109.890.109.800
845.767.822.265.625;15.828.770.532.603.200;6.317.610.062.893.080;2.996.336.996.336.990
8.458.678.283.691.400;15.823.665.301.017.200;63.196.483.303.758.600;29.890.109.890.109.800
8.459.678.344.726.560;15.813.454.837.845.000;63.237.288.135.593.200;29.890.109.890.109.800
8.460.678.405.761.710;15.808.349.606.259.000;6.325.771.031.810.100;29.890.109.890.109.800
8.461.678.466.796.870;15.798.139.143.086.800;63.298.594.280.174.500;29.816.849.816.849.800
8.462.678.527.832.030;15.798.139.143.086.800;63.298.594.280.174.500;29.890.109.890.109.800
8.463.678.588.867.180;15.787.928.679.914.700;6.333.953.112.368.630;29.890.109.890.109.800
8.464.678.649.902.340;15.782.823.448.328.600;6.336.001.940.805.430;29.890.109.890.109.800
84.656.787.109.375;15.777.718.216.742.600;6.338.052.095.130.230;29.890.109.890.109.800
8.466.678.771.972.650;15.772.612.985.156.500;6.340.103.576.630.520;29.890.109.890.109.800
8.467.678.833.007.810;15.762.402.521.984.400;634.421.052.631.579;2.974.358.974.358.970
8.468.678.894.042.960;15.757.297.290.398.300;6.346.265.997.084.070;2.996.336.996.336.990
8.469.678.955.078.120;15.752.192.058.812.200;6.348.322.800.194.450;2.996.336.996.336.990
8.470.679.016.113.280;15.747.086.827.226.200;63.503.809.369.427.700;29.890.109.890.109.800
8.471.679.077.148.430;15.747.086.827.226.200;63.503.809.369.427.700;3.003.663.003.663.000
8.472.679.138.183.590;15.736.876.364.054.000;63.545.012.165.450.100;29.890.109.890.109.800
847.367.919.921.875;15.736.876.364.054.000;63.545.012.165.450.100;29.890.109.890.109.800
8.474.679.260.253.900;1.572.666.590.088.190;6.358.626.846.291.180;29.890.109.890.109.800
8.475.679.321.289.060;15.721.560.669.295.800;63.606.916.707.257.600;29.890.109.890.109.800
8.476.679.382.324.210;15.716.455.437.709.700;63.627.578.366.087.300;29.890.109.890.109.800
8.477.679.443.359.370;15.716.455.437.709.700;63.627.578.366.087.300;2.996.336.996.336.990
8.478.679.504.394.530;15.711.350.206.123.700;6.364.825.345.247.760;2.996.336.996.336.990
8.479.679.565.429.680;15.706.244.974.537.600;6.366.894.197.952.210;2.996.336.996.336.990
8.480.679.626.464.840;15.701.139.742.951.500;6.368.964.396.033.160;2.996.336.996.336.990
84.816.796.875;15.696.034.511.365.500;63.710.359.408.033.800;29.890.109.890.109.800
8.482.679.748.535.150;15.690.929.279.779.400;6.373.108.833.577.350;2.996.336.996.336.990
8.483.679.809.570.310;15.685.824.048.193.300;6.375.183.075.671.270;2.996.336.996.336.990
8.484.679.870.605.460;15.675.613.585.021.200;637.933.561.309.233;2.996.336.996.336.990
8.485.679.931.640.620;11.187.651.486.158.900;893.842.645.381.984;2.996.336.996.336.990
8.486.679.992.675.780;15.670.508.353.435.100;6.381.413.911.060.430;2.996.336.996.336.990
8.487.680.053.710.930;15.660.297.890.263.000;6.385.574.572.127.130;2.996.336.996.336.990
8.488.680.114.746.090;15.660.297.890.263.000;6.385.574.572.127.130;2.996.336.996.336.990
848.968.017.578.125;15.650.087.427.090.900;6.389.740.662.208.440;2.996.336.996.336.990
8.490.680.236.816.400;15.644.982.195.504.800;6.391.825.746.451.290;2.996.336.996.336.990
8.491.680.297.851.560;15.639.876.963.918.700;63.939.121.919.373.200;2.996.336.996.336.990
8.492.680.358.886.710;15.639.876.963.918.700;63.939.121.919.373.200;2.996.336.996.336.990
8.493.680.419.921.870;15.634.771.732.332.700;63.96;2.996.336.996.336.990
8.494.680.480.957.030;15.629.666.500.746.600;6.398.089.171.974.520;2.996.336.996.336.990
8.495.680.541.992.180;15.624.561.269.160.500;6.400.179.709.197.840;3.003.663.003.663.000
8.496.680.603.027.340;15.619.456.037.574.500;6.402.271.613.008.660;2.996.336.996.336.990
84.976.806.640.625;15.614.350.805.988.400;6.404.364.884.747.420;2.996.336.996.336.990
8.498.680.725.097.650;15.609.245.574.402.300;6.406.459.525.756.330;3.003.663.003.663.000
8.499.680.786.132.810;15.609.245.574.402.300;6.406.459.525.756.330;3.003.663.003.663.000
8.500.680.847.167.960;15.609.245.574.402.300;6.406.459.525.756.330;3.076.923.076.923.070
8.501.680.908.203.120;15.609.245.574.402.300;6.406.459.525.756.330;3.003.663.003.663.000
8.502.680.969.238.280;15.609.245.574.402.300;6.406.459.525.756.330;3.003.663.003.663.000
8.503.681.030.273.430;15.614.350.805.988.400;6.404.364.884.747.420;3.003.663.003.663.000
8.504.681.091.308.590;15.624.561.269.160.500;6.400.179.709.197.840;3.003.663.003.663.000
850.568.115.234.375;15.629.666.500.746.600;6.398.089.171.974.520;2.996.336.996.336.990
8.506.681.213.378.900;15.639.876.963.918.700;63.939.121.919.373.200;3.003.663.003.663.000
8.507.681.274.414.060;15.644.982.195.504.800;6.391.825.746.451.290;3.010.989.010.989.010
8.508.681.335.449.210;15.660.297.890.263.000;6.385.574.572.127.130;3.003.663.003.663.000
8.509.681.396.484.370;15.670.508.353.435.100;6.381.413.911.060.430;3.003.663.003.663.000
8.510.681.457.519.530;15.675.613.585.021.200;637.933.561.309.233;3.003.663.003.663.000
8.511.681.518.554.680;15.690.929.279.779.400;6.373.108.833.577.350;3.010.989.010.989.010
8.512.681.579.589.840;15.701.139.742.951.500;6.368.964.396.033.160;3.003.663.003.663.000
8.513.681.640.625;15.711.350.206.123.700;6.364.825.345.247.760;29.890.109.890.109.800
8.514.681.701.660.150;1.572.666.590.088.190;6.358.626.846.291.180;30.183.150.183.150.100
8.515.681.762.695.310;15.731.771.132.467.900;63.565.633.619.990.200;2.937.728.937.728.930
8.516.681.823.730.460;15.741.981.595.640.100;63.524.404.086.265.600;3.010.989.010.989.010
8.517.681.884.765.620;15.757.297.290.398.300;6.346.265.997.084.070;3.010.989.010.989.010
8.518.681.945.800.780;15.762.402.521.984.400;634.421.052.631.579;30.183.150.183.150.100
8.519.682.006.835.930;15.777.718.216.742.600;6.338.052.095.130.230;3.010.989.010.989.010
8.520.682.067.871.090;15.787.928.679.914.700;6.333.953.112.368.630;30.183.150.183.150.100
852.168.212.890.625;1.579.303.391.150.080;6.331.905.608.534.020;3.010.989.010.989.010
8.522.682.189.941.400;15.803.244.374.672.900;6.327.814.569.536.420;30.183.150.183.150.100
8.523.682.250.976.560;15.813.454.837.845.000;63.237.288.135.593.200;30.183.150.183.150.100
8.524.682.312.011.710;1.581.856.006.943.110;63.216.879.135.065.300;30.183.150.183.150.100
8.525.682.373.046.870;15.828.770.532.603.200;6.317.610.062.893.080;30.183.150.183.150.100
8.526.682.434.082.030;1.583.387.576.418.930;6.315.573.109.785.580;3.010.989.010.989.010
8.527.682.495.117.180;15.844.086.227.361.400;6.311.503.141.614.300;3.010.989.010.989.010
8.528.682.556.152.340;15.854.296.690.533.600;6.307.438.415.714.050;30.183.150.183.150.100
85.296.826.171.875;15.859.401.922.119.600;6.305.408.015.451.470;30.256.410.256.410.200
8.530.682.678.222.650;1.586.450.715.370.570;6.303.378.921.962.990;30.183.150.183.150.100
8.531.682.739.257.810;15.869.612.385.291.800;6.301.351.133.987.450;30.183.150.183.150.100
8.532.682.800.292.960;15.874.717.616.877.800;62.993.246.502.653.100;30.256.410.256.410.200
8.533.682.861.328.120;15.874.717.616.877.800;62.993.246.502.653.100;30.183.150.183.150.100
8.534.682.922.363.280;1.588.492.808.005.000;62.952.755.905.511.800;30.183.150.183.150.100
8.535.682.983.398.430;1.588.492.808.005.000;62.952.755.905.511.800;30.183.150.183.150.100
8.536.683.044.433.590;158.900.333.116.361;6.293.253.012.048.190;30.256.410.256.410.200
853.768.310.546.875;158.900.333.116.361;6.293.253.012.048.190;30.256.410.256.410.200
8.538.683.166.503.900;15.895.138.543.222.100;6.291.231.732.776.610;30.183.150.183.150.100
8.539.683.227.539.060;158.900.333.116.361;6.293.253.012.048.190;30.183.150.183.150.100
8.540.683.288.574.210;15.895.138.543.222.100;6.291.231.732.776.610;30.183.150.183.150.100
8.541.683.349.609.370;15.895.138.543.222.100;6.291.231.732.776.610;30.183.150.183.150.100
8.542.683.410.644.530;15.905.349.006.394.300;6.287.193.066.923.440;30.183.150.183.150.100
8.543.683.471.679.680;15.905.349.006.394.300;6.287.193.066.923.440;30.256.410.256.410.200
8.544.683.532.714.840;15.915.559.469.566.400;6.283.159.582.999.190;30.256.410.256.410.200
854.568.359.375;15.930.875.164.324.600;6.277.119.051.434.060;30.256.410.256.410.200
8.546.683.654.785.150;15.941.085.627.496.700;62.730.984.787.830.200;30.256.410.256.410.200
8.547.683.715.820.310;1.596.150.655.384.100;6.265.072.765.072.760;30.256.410.256.410.200
8.548.683.776.855.460;15.981.927.480.185.300;6.257.067.561.092.470;30.256.410.256.410.200
8.549.683.837.890.620;16.002.348.406.529.500;6.249.082.788.323.490;30.256.410.256.410.200
8.550.683.898.925.780;1.602.276.933.287.380;6.241.118.368.647.440;30.256.410.256.410.200
8.551.683.959.960.930;160.482.954.908.042;6.231.191.347.224.430;3.032.967.032.967.030
8.552.684.020.996.090;1.607.382.164.873.450;6.221.295.855.169.120;3.032.967.032.967.030
855.368.408.203.125;1.609.934.780.666.480;6.211.431.742.508.320;30.256.410.256.410.200
8.554.684.143.066.400;1.612.487.396.459.520;6.201.598.860.218.450;304.029.304.029.304
8.555.684.204.101.560;1.615.040.012.252.550;6.191.797.060.218.110;3.010.989.010.989.010
8.556.684.265.136.710;1.617.082.104.886.980;6.183.977.900.552.480;30.183.150.183.150.100
8.557.684.326.171.870;16.186.136.743.628.000;6.178.126.478.473.420;29.597.069.597.069.500
8.558.684.387.207.030;16.206.557.669.972.300;6.170.341.786.108.040;30.183.150.183.150.100
8.559.684.448.242.180;16.221.873.364.730.500;6.164.516.129.032.250;30.183.150.183.150.100
8.560.684.509.277.340;16.237.189.059.488.700;6.158.701.462.034.270;3.010.989.010.989.010
85.616.845.703.125;16.252.504.754.246.900;615.289.775.404.429;30.183.150.183.150.100
8.562.684.631.347.650;16.262.715.217.419.000;6.149.034.688.431.950;30.183.150.183.150.100
8.563.684.692.382.810;1.627.292.568.059.110;6.145.176.470.588.230;30.183.150.183.150.100
8.564.684.753.417.960;16.283.136.143.763.300;6.141.323.091.393.630;30.183.150.183.150.100
8.565.684.814.453.120;16.283.136.143.763.300;6.141.323.091.393.630;30.183.150.183.150.100
8.566.684.875.488.280;16.293.346.606.935.400;6.137.474.541.751.520;30.183.150.183.150.100
8.567.684.936.523.430;16.298.451.838.521.500;6.135.552.075.176.190;3.010.989.010.989.010
8.568.684.997.558.590;16.298.451.838.521.500;6.135.552.075.176.190;30.183.150.183.150.100
856.968.505.859.375;16.298.451.838.521.500;6.135.552.075.176.190;30.183.150.183.150.100
8.570.685.119.628.900;16.298.451.838.521.500;6.135.552.075.176.190;30.183.150.183.150.100
8.571.685.180.664.060;16.293.346.606.935.400;6.137.474.541.751.520;30.183.150.183.150.100
8.572.685.241.699.210;16.303.557.070.107.500;6.133.630.812.588.060;30.183.150.183.150.100
8.573.685.302.734.370;16.293.346.606.935.400;6.137.474.541.751.520;30.183.150.183.150.100
8.574.685.363.769.530;16.293.346.606.935.400;6.137.474.541.751.520;30.183.150.183.150.100
8.575.685.424.804.680;1.628.824.137.534.930;6.139.398.213.446.160;30.256.410.256.410.200
8.576.685.485.839.840;1.628.824.137.534.930;6.139.398.213.446.160;30.183.150.183.150.100
8.577.685.546.875;16.283.136.143.763.300;6.141.323.091.393.630;30.183.150.183.150.100
8.578.685.607.910.150;16.278.030.912.177.200;6.143.249.176.728.860;30.183.150.183.150.100
8.579.685.668.945.310;1.627.292.568.059.110;6.145.176.470.588.230;3.010.989.010.989.010
8.580.685.729.980.460;1.626.782.044.900.510;6.147.104.974.109.520;30.256.410.256.410.200
8.581.685.791.015.620;16.262.715.217.419.000;6.149.034.688.431.950;3.010.989.010.989.010
8.582.685.852.050.780;16.262.715.217.419.000;6.149.034.688.431.950;30.183.150.183.150.100
8.583.685.913.085.930;16.252.504.754.246.900;615.289.775.404.429;30.183.150.183.150.100
8.584.685.974.121.090;1.624.739.952.266.080;61.548.311.076.197.900;30.183.150.183.150.100
858.568.603.515.625;1.624.229.429.107.470;6.156.765.676.567.650;3.010.989.010.989.010
8.586.686.096.191.400;16.232.083.827.902.600;6.160.638.465.167.470;30.183.150.183.150.100
8.587.686.157.226.560;16.232.083.827.902.600;6.160.638.465.167.470;30.183.150.183.150.100
8.588.686.218.261.710;16.221.873.364.730.500;6.164.516.129.032.250;30.183.150.183.150.100
8.589.686.279.296.870;16.211.662.901.558.300;61.683.986.773.736.400;3.010.989.010.989.010
8.590.686.340.332.030;16.206.557.669.972.300;6.170.341.786.108.040;30.183.150.183.150.100
8.591.686.401.367.180;16.201.452.438.386.200;61.722.861.194.265;30.183.150.183.150.100
8.592.686.462.402.340;1.619.634.720.680.010;6.174.231.678.486.990;3.010.989.010.989.010
85.936.865.234.375;161.912.419.752.141;61.761.784.644.489.900;3.010.989.010.989.010
8.594.686.584.472.650;16.186.136.743.628.000;6.178.126.478.473.420;30.256.410.256.410.200
8.595.686.645.507.810;16.175.926.280.455.800;618.202.619.536.058;30.183.150.183.150.100
8.596.686.706.542.960;1.617.082.104.886.980;6.183.977.900.552.480;30.183.150.183.150.100
8.597.686.767.578.120;1.616.571.581.728.370;6.185.930.838.465.180;3.010.989.010.989.010
8.598.686.828.613.280;16.160.610.585.697.600;618.788.501.026.694;3.003.663.003.663.000
8.599.686.889.648.430;1.615.040.012.252.550;6.191.797.060.218.110;3.010.989.010.989.010
8.600.686.950.683.590;16.145.294.890.939.400;61.937.549.407.114.600;3.010.989.010.989.010
860.168.701.171.875;16.140.189.659.353.400;61.957.140.597.817.400;3.010.989.010.989.010
8.602.687.072.753.900;16.135.084.427.767.300;619.767.441.860.465;3.010.989.010.989.010
8.603.687.133.789.060;1.612.997.919.618.120;61.996.360.183.573.300;3.003.663.003.663.000
8.604.687.194.824.210;1.611.976.873.300.910;62.035.629.453.681.700;3.003.663.003.663.000
8.605.687.255.859.370;1.611.466.350.142.300;620.552.827.498.812;3.003.663.003.663.000
8.606.687.316.894.530;16.109.558.269.837.000;6.207.494.850.261.440;30.256.410.256.410.200
8.607.687.377.929.680;1.609.934.780.666.480;6.211.431.742.508.320;30.183.150.183.150.100
8.608.687.438.964.840;1.608.913.734.349.270;6.215.373.631.603.990;3.032.967.032.967.030
860968.75;1.608.913.734.349.270;6.215.373.631.603.990;3.032.967.032.967.030
8.610.687.561.035.150;16.078.926.880.320.600;6.219.320.527.067.780;30.183.150.183.150.100
8.611.687.622.070.310;16.068.716.417.148.400;62.232.724.384.432.000;30.256.410.256.410.200
8.612.687.683.105.460;16.068.716.417.148.400;62.232.724.384.432.000;30.256.410.256.410.200
8.613.687.744.140.620;16.063.611.185.562.400;6.225.250.278.086.760;30.256.410.256.410.200
8.614.687.805.175.780;1.605.340.072.239.020;62.292.097.312.768.300;30.256.410.256.410.200
8.615.687.866.210.930;160.482.954.908.042;6.231.191.347.224.430;30.256.410.256.410.200
8.616.687.927.246.090;16.043.190.259.218.100;6.233.174.224.343.670;30.183.150.183.150.100
861.768.798.828.125;16.032.979.796.045.900;6.237.143.766.916.090;30.183.150.183.150.100
8.618.688.049.316.400;1.602.276.933.287.380;6.241.118.368.647.440;30.183.150.183.150.100
8.619.688.110.351.560;1.602.276.933.287.380;6.241.118.368.647.440;3.010.989.010.989.010
8.620.688.171.386.710;16.017.664.101.287.700;6.243.107.569.721.110;30.183.150.183.150.100
8.621.688.232.421.870;1.600.745.363.811.560;6.247.089.778.344.760;30.183.150.183.150.100
8.622.688.293.457.030;16.002.348.406.529.500;6.249.082.788.323.490;2.967.032.967.032.960
8.623.688.354.492.180;15.997.243.174.943.500;6.251.077.070.368.590;30.183.150.183.150.100
8.624.688.415.527.340;15.992.137.943.357.400;6.253.072.625.698.320;30.183.150.183.150.100
86.256.884.765.625;15.992.137.943.357.400;6.253.072.625.698.320;30.183.150.183.150.100
8.626.688.537.597.650;1.597.682.224.859.920;6.259.066.943.601.210;3.010.989.010.989.010
8.627.688.598.632.810;15.971.717.017.013.100;6.261.067.604.283.200;30.183.150.183.150.100
8.628.688.659.667.960;15.966.611.785.427.100;6.263.069.544.364.500;30.183.150.183.150.100
8.629.688.720.703.120;1.596.150.655.384.100;6.265.072.765.072.760;3.010.989.010.989.010
8.630.688.781.738.280;1.596.150.655.384.100;6.265.072.765.072.760;3.010.989.010.989.010
8.631.688.842.773.430;15.951.296.090.668.900;62.690.830.532.885.200;3.010.989.010.989.010
8.632.688.903.808.590;15.951.296.090.668.900;62.690.830.532.885.200;3.010.989.010.989.010
863.368.896.484.375;15.946.190.859.082.800;62.710.901.232.591.600;3.003.663.003.663.000
8.634.689.025.878.900;15.941.085.627.496.700;62.730.984.787.830.200;3.010.989.010.989.010
8.635.689.086.914.060;15.941.085.627.496.700;62.730.984.787.830.200;3.003.663.003.663.000
8.636.689.147.949.210;15.941.085.627.496.700;62.730.984.787.830.200;3.010.989.010.989.010
8.637.689.208.984.370;15.941.085.627.496.700;62.730.984.787.830.200;3.003.663.003.663.000
8.638.689.270.019.530;15.951.296.090.668.900;62.690.830.532.885.200;3.010.989.010.989.010
8.639.689.331.054.680;1.596.150.655.384.100;6.265.072.765.072.760;3.003.663.003.663.000
8.640.689.392.089.840;15.971.717.017.013.100;6.261.067.604.283.200;2.996.336.996.336.990
8.641.689.453.125;15.992.137.943.357.400;6.253.072.625.698.320;3.003.663.003.663.000
8.642.689.514.160.150;1.600.745.363.811.560;6.247.089.778.344.760;3.010.989.010.989.010
8.643.689.575.195.310;16.032.979.796.045.900;6.237.143.766.916.090;3.010.989.010.989.010
8.644.689.636.230.460;16.063.611.185.562.400;6.225.250.278.086.760;3.010.989.010.989.010
8.645.689.697.265.620;1.608.913.734.349.270;6.215.373.631.603.990;3.003.663.003.663.000
8.646.689.758.300.780;1.611.976.873.300.910;62.035.629.453.681.700;3.003.663.003.663.000
8.647.689.819.335.930;1.615.040.012.252.550;6.191.797.060.218.110;3.010.989.010.989.010
8.648.689.880.371.090;161.912.419.752.141;61.761.784.644.489.900;29.890.109.890.109.800
864.968.994.140.625;16.221.873.364.730.500;6.164.516.129.032.250;29.890.109.890.109.800
8.650.690.002.441.400;16.257.609.985.832.900;61.509.656.146.961.800;29.816.849.816.849.800
